credit_note_id,credit_note_ref,ebay_order,credit_amount,credit_date,source_invoice_id,source_invoice_ref,invoice_total,invoice_paid,invoice_paid_flag,invoice_unpaid_before_credit,cleanup_bucket,credit_note_private
8086,IC2606-2264,22-14719-99246,1.88000000,2026-06-24,4761,IN2606-4063,15.29000000,15.29000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 22-14719-99246. Source invoice: IN2606-4063 (id 4761).
8087,IC2606-2265,22-14704-76357,2.69000000,2026-06-24,4572,IN2606-3888,23.45000000,23.45000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 22-14704-76357. Source invoice: IN2606-3888 (id 4572).
8088,IC2606-2266,23-14702-14704,7.04000000,2026-06-24,4553,IN2606-3870,64.06000000,64.06000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 23-14702-14704. Source invoice: IN2606-3870 (id 4553).
8089,IC2606-2267,23-14706-44022,2.13000000,2026-06-24,4622,IN2606-3936,18.42000000,18.42000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 23-14706-44022. Source invoice: IN2606-3936 (id 4622).
8090,IC2606-2268,23-14710-05455,50.11000000,2026-06-24,4655,IN2606-3967,441.45000000,441.45000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 23-14710-05455. Source invoice: IN2606-3967 (id 4655).
8091,IC2606-2269,23-14711-53672,32.19000000,2026-06-24,4713,IN2606-4022,275.80000000,275.80000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 23-14711-53672. Source invoice: IN2606-4022 (id 4713).
8092,IC2606-2270,23-14719-20220,7.78000000,2026-06-24,4771,IN2606-4073,66.48000000,66.48000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 23-14719-20220. Source invoice: IN2606-4073 (id 4771).
8094,IC2606-2272,24-14708-39268,26.25000000,2026-06-24,4458,IN2606-3789,347.31000000,347.31000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14708-39268. Source invoice: IN2606-3789 (id 4458).
8095,IC2606-2273,24-14712-55996,5.36000000,2026-06-24,4512,IN2606-3829,54.09000000,54.09000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14712-55996. Source invoice: IN2606-3829 (id 4512).
8096,IC2606-2274,24-14718-95761,5.70000000,2026-06-24,4579,IN2606-3895,51.47000000,51.47000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14718-95761. Source invoice: IN2606-3895 (id 4579).
8097,IC2606-2275,24-14719-99668,5.27000000,2026-06-24,4633,IN2606-3947,43.17000000,43.17000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14719-99668. Source invoice: IN2606-3947 (id 4633).
8098,IC2606-2276,24-14723-84358,8.72000000,2026-06-24,4692,IN2606-4003,69.63000000,69.63000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14723-84358. Source invoice: IN2606-4003 (id 4692).
8099,IC2606-2277,24-14732-98738,10.39000000,2026-06-24,4747,IN2606-4050,86.97000000,86.97000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14732-98738. Source invoice: IN2606-4050 (id 4747).
8101,IC2606-2278,25-14696-95230,2.14000000,2026-06-24,4516,IN2606-3833,17.60000000,17.60000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14696-95230. Source invoice: IN2606-3833 (id 4516).
8103,IC2606-2279,25-14704-68782,23.75000000,2026-06-24,4664,IN2606-3976,214.89000000,214.89000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14704-68782. Source invoice: IN2606-3976 (id 4664).
8104,IC2606-2280,25-14704-81048,7.00000000,2026-06-24,4669,IN2606-3981,59.97000000,59.97000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14704-81048. Source invoice: IN2606-3981 (id 4669).
8105,IC2606-2281,25-14705-49478,20.33000000,2026-06-24,4678,IN2606-3990,174.66000000,174.66000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14705-49478. Source invoice: IN2606-3990 (id 4678).
8106,IC2606-2282,25-14709-26213,2.26000000,2026-06-24,4745,IN2606-4049,16.40000000,16.40000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14709-26213. Source invoice: IN2606-4049 (id 4745).
8107,IC2606-2283,25-14716-15010,25.86000000,2026-06-24,4842,IN2606-4143,219.99000000,219.99000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14716-15010. Source invoice: IN2606-4143 (id 4842).
8109,IC2606-2285,26-14699-35427,3.49000000,2026-06-24,4585,IN2606-3901,26.26000000,26.26000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 26-14699-35427. Source invoice: IN2606-3901 (id 4585).
8110,IC2606-2286,26-14703-91407,4.75000000,2026-06-24,4667,IN2606-3979,41.88000000,41.88000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 26-14703-91407. Source invoice: IN2606-3979 (id 4667).
8111,IC2606-2287,26-14705-75422,4.16000000,2026-06-24,4690,IN2606-4001,34.94000000,34.94000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 26-14705-75422. Source invoice: IN2606-4001 (id 4690).
8112,IC2606-2288,26-14712-01269,2.32000000,2026-06-24,4754,IN2606-4057,18.37000000,18.37000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 26-14712-01269. Source invoice: IN2606-4057 (id 4754).
8113,IC2606-2289,26-14713-58980,1.78000000,2026-06-24,4756,IN2606-4059,26.69000000,26.69000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 26-14713-58980. Source invoice: IN2606-4059 (id 4756).
8114,IC2606-2290,27-14702-56471,7.72000000,2026-06-24,4673,IN2606-3985,72.38000000,72.38000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 27-14702-56471. Source invoice: IN2606-3985 (id 4673).
8115,IC2606-2291,27-14705-10995,13.94000000,2026-06-24,4716,IN2606-4024,115.87000000,115.87000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 27-14705-10995. Source invoice: IN2606-4024 (id 4716).
8116,IC2606-2292,27-14715-29292,3.09000000,2026-06-24,4758,IN2606-4061,25.22000000,25.22000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 27-14715-29292. Source invoice: IN2606-4061 (id 4758).
8121,IC2606-2294,02-14766-35241,28.50000000,2026-06-24,5014,IN2606-4294,246.80000000,246.80000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 02-14766-35241. Source invoice: IN2606-4294 (id 5014).
8122,IC2606-2295,03-14769-33113,3.82000000,2026-06-24,5254,IN2606-4517,32.62000000,32.62000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14769-33113. Source invoice: IN2606-4517 (id 5254).
8123,IC2606-2296,02-14769-59891,11.39000000,2026-06-24,5099,IN2606-4365,90.86000000,90.86000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 02-14769-59891. Source invoice: IN2606-4365 (id 5099).
8124,IC2606-2297,04-14768-06985,7.64000000,2026-06-24,5238,IN2606-4501,62.12000000,62.12000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14768-06985. Source invoice: IN2606-4501 (id 5238).
8125,IC2606-2298,04-14775-58390,95.00000000,2026-06-24,5452,IN2606-4712,839.25000000,839.25000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14775-58390. Source invoice: IN2606-4712 (id 5452).
8126,IC2606-2299,04-14776-37969,20.14000000,2026-06-24,5450,IN2606-4710,156.51000000,156.51000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14776-37969. Source invoice: IN2606-4710 (id 5450).
8127,IC2606-2300,04-14778-09188,8.63000000,2026-06-24,5424,IN2606-4684,69.57000000,69.57000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14778-09188. Source invoice: IN2606-4684 (id 5424).
8130,IC2606-2303,05-14771-38747,140.05000000,2026-06-24,5333,IN2606-4593,1141.72000000,1141.72000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 05-14771-38747. Source invoice: IN2606-4593 (id 5333).
8131,IC2606-2304,05-14771-76478,9.06000000,2026-06-24,5413,IN2606-4673,74.57000000,74.57000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 05-14771-76478. Source invoice: IN2606-4673 (id 5413).
8132,IC2606-2305,05-14777-96284,9.31000000,2026-06-24,5485,IN2606-4744,74.28000000,74.28000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 05-14777-96284. Source invoice: IN2606-4744 (id 5485).
8133,IC2606-2306,06-14764-80566,9.20000000,2026-06-24,5234,IN2606-4497,73.91000000,73.91000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14764-80566. Source invoice: IN2606-4497 (id 5234).
8134,IC2606-2307,06-14771-22694,13.99000000,2026-06-24,5475,IN2606-4734,105.82000000,105.82000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14771-22694. Source invoice: IN2606-4734 (id 5475).
8135,IC2606-2308,06-14773-94737,4.07000000,2026-06-24,5479,IN2606-4738,32.87000000,32.87000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14773-94737. Source invoice: IN2606-4738 (id 5479).
8136,IC2606-2309,06-14776-50791,14.03000000,2026-06-24,5441,IN2606-4701,116.30000000,116.30000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14776-50791. Source invoice: IN2606-4701 (id 5441).
8138,IC2606-2310,07-14758-07717,13.55000000,2026-06-24,5065,IN2606-4340,108.56000000,108.56000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14758-07717. Source invoice: IN2606-4340 (id 5065).
8139,IC2606-2311,07-14775-26736,1.52000000,2026-06-24,5454,IN2606-4714,12.10000000,12.10000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14775-26736. Source invoice: IN2606-4714 (id 5454).
8141,IC2606-2313,08-14766-60785,14.64000000,2026-06-24,5445,IN2606-4705,118.59000000,118.59000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14766-60785. Source invoice: IN2606-4705 (id 5445).
8143,IC2606-2314,09-14767-66503,91.06000000,2026-06-24,5462,IN2606-4722,748.83000000,748.83000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14767-66503. Source invoice: IN2606-4722 (id 5462).
8145,IC2606-2316,10-14748-28152,2.67000000,2026-06-24,4914,IN2606-4208,21.24000000,21.24000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14748-28152. Source invoice: IN2606-4208 (id 4914).
8146,IC2606-2317,10-14749-28113,10.37000000,2026-06-24,4956,IN2606-4243,77.57000000,77.57000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14749-28113. Source invoice: IN2606-4243 (id 4956).
8147,IC2606-2318,10-14751-47116,4.60000000,2026-06-24,4980,IN2606-4264,41.17000000,41.17000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14751-47116. Source invoice: IN2606-4264 (id 4980).
8148,IC2606-2319,10-14755-71781,4.57000000,2026-06-24,5115,IN2606-4381,34.83000000,34.83000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14755-71781. Source invoice: IN2606-4381 (id 5115).
8149,IC2606-2320,10-14755-90331,34.24000000,2026-06-24,5132,IN2606-4397,279.82000000,279.82000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14755-90331. Source invoice: IN2606-4397 (id 5132).
8150,IC2606-2321,10-14772-21479,8.55000000,2026-06-24,5480,IN2606-4739,75.16000000,75.16000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14772-21479. Source invoice: IN2606-4739 (id 5480).
8151,IC2606-2322,11-14751-30027,38.63000000,2026-06-24,5018,IN2606-4297,315.73000000,315.73000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 11-14751-30027. Source invoice: IN2606-4297 (id 5018).
8152,IC2606-2323,12-14665-32459,37.41000000,2026-06-24,3783,IN2605-3137,42.13000000,42.13000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14665-32459. Source invoice: IN2605-3137 (id 3783).
8154,IC2606-2324,13-14743-86687,12.35000000,2026-06-24,4928,IN2606-4222,108.75000000,108.75000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 13-14743-86687. Source invoice: IN2606-4222 (id 4928).
8155,IC2606-2325,13-14752-39199,12.52000000,2026-06-24,5133,IN2606-4398,100.05000000,100.05000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 13-14752-39199. Source invoice: IN2606-4398 (id 5133).
8156,IC2606-2326,13-14757-64426,2.64000000,2026-06-24,5325,IN2606-4585,19.02000000,19.02000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 13-14757-64426. Source invoice: IN2606-4585 (id 5325).
8158,IC2606-2327,14-14744-29555,8.72000000,2026-06-24,4983,IN2606-4267,70.22000000,70.22000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 14-14744-29555. Source invoice: IN2606-4267 (id 4983).
8159,IC2606-2328,14-14759-85371,9.23000000,2026-06-24,5477,IN2606-4736,74.37000000,74.37000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 14-14759-85371. Source invoice: IN2606-4736 (id 5477).
8160,IC2606-2329,15-14661-73445,0.40000000,2026-06-24,3788,IN2605-3142,219.50000000,219.50000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 15-14661-73445. Source invoice: IN2605-3142 (id 3788).
8163,IC2606-2330,16-14755-78733,66.77000000,2026-06-24,5420,IN2606-4680,527.54000000,527.54000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 16-14755-78733. Source invoice: IN2606-4680 (id 5420).
8164,IC2606-2331,16-14758-22065,35.91000000,2026-06-24,5486,IN2606-4745,283.92000000,283.92000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 16-14758-22065. Source invoice: IN2606-4745 (id 5486).
8165,IC2606-2332,17-14677-58246,0.40000000,2026-06-24,4026,IN2605-3375,51.33000000,51.33000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 17-14677-58246. Source invoice: IN2605-3375 (id 4026).
8166,IC2606-2333,17-14751-43437,0.30000000,2026-06-24,5414,IN2606-4674,46.52000000,46.52000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 17-14751-43437. Source invoice: IN2606-4674 (id 5414).
8167,IC2606-2334,17-14759-73713,65.46000000,2026-06-24,5443,IN2606-4703,541.07000000,541.07000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 17-14759-73713. Source invoice: IN2606-4703 (id 5443).
8169,IC2606-2336,18-14743-16147,10.69000000,2026-06-24,5138,IN2606-4403,84.28000000,84.28000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14743-16147. Source invoice: IN2606-4403 (id 5138).
8170,IC2606-2337,18-14753-47379,3.04000000,2026-06-24,5506,IN2606-4764,24.57000000,24.57000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14753-47379. Source invoice: IN2606-4764 (id 5506).
8171,IC2606-2338,18-14755-01975,45.32000000,2026-06-24,5442,IN2606-4702,374.46000000,374.46000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14755-01975. Source invoice: IN2606-4702 (id 5442).
8172,IC2606-2339,19-14736-54827,1.58000000,2026-06-24,4981,IN2606-4265,12.52000000,12.52000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14736-54827. Source invoice: IN2606-4265 (id 4981).
8173,IC2606-2340,19-14740-30794,10.24000000,2026-06-24,5143,IN2606-4408,85.99000000,85.99000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14740-30794. Source invoice: IN2606-4408 (id 5143).
8174,IC2606-2341,19-14745-20093,10.07000000,2026-06-24,5269,IN2606-4531,86.13000000,86.13000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14745-20093. Source invoice: IN2606-4531 (id 5269).
8175,IC2606-2342,19-14746-80624,16.13000000,2026-06-24,5278,IN2606-4540,136.03000000,136.03000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14746-80624. Source invoice: IN2606-4540 (id 5278).
8176,IC2606-2343,19-14754-16206,8.55000000,2026-06-24,5425,IN2606-4685,83.74000000,83.74000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14754-16206. Source invoice: IN2606-4685 (id 5425).
8178,IC2606-2344,20-14744-72719,9.10000000,2026-06-24,5266,IN2606-4528,74.03000000,74.03000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14744-72719. Source invoice: IN2606-4528 (id 5266).
8179,IC2606-2345,20-14751-36644,85.50000000,2026-06-24,5451,IN2606-4711,755.28000000,755.28000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14751-36644. Source invoice: IN2606-4711 (id 5451).
8181,IC2606-2347,21-14728-91920,17.20000000,2026-06-24,4886,IN2606-4185,136.37000000,136.37000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 21-14728-91920. Source invoice: IN2606-4185 (id 4886).
8182,IC2606-2348,21-14734-94954,5.39000000,2026-06-24,5019,IN2606-4298,43.23000000,43.23000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 21-14734-94954. Source invoice: IN2606-4298 (id 5019).
8183,IC2606-2349,21-14749-36059,20.28000000,2026-06-24,5453,IN2606-4713,156.28000000,156.28000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 21-14749-36059. Source invoice: IN2606-4713 (id 5453).
8184,IC2606-2350,22-14733-30628,6.81000000,2026-06-24,5021,IN2606-4300,54.47000000,54.47000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 22-14733-30628. Source invoice: IN2606-4300 (id 5021).
8185,IC2606-2351,22-14734-71771,5.28000000,2026-06-24,5072,IN2606-4347,43.47000000,43.47000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 22-14734-71771. Source invoice: IN2606-4347 (id 5072).
8186,IC2606-2352,22-14734-74682,109.25000000,2026-06-24,5144,IN2606-4409,965.20000000,965.20000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 22-14734-74682. Source invoice: IN2606-4409 (id 5144).
8187,IC2606-2353,22-14736-15074,67.73000000,2026-06-24,5134,IN2606-4399,559.92000000,559.92000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 22-14736-15074. Source invoice: IN2606-4399 (id 5134).
8188,IC2606-2354,23-14728-22357,10.28000000,2026-06-24,4940,IN2606-4234,77.71000000,77.71000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 23-14728-22357. Source invoice: IN2606-4234 (id 4940).
8190,IC2606-2355,24-14746-62253,16.50000000,2026-06-24,5128,IN2606-4393,145.71000000,145.71000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14746-62253. Source invoice: IN2606-4393 (id 5128).
8191,IC2606-2356,24-14751-24342,7.72000000,2026-06-24,5327,IN2606-4587,62.91000000,62.91000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14751-24342. Source invoice: IN2606-4587 (id 5327).
8192,IC2606-2357,24-14759-56976,8.32000000,2026-06-24,5472,IN2606-4731,61.93000000,61.93000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14759-56976. Source invoice: IN2606-4731 (id 5472).
8193,IC2606-2358,24-14761-62501,4.14000000,2026-06-24,5482,IN2606-4741,30.79000000,30.79000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 24-14761-62501. Source invoice: IN2606-4741 (id 5482).
8196,IC2606-2360,25-14721-79926,14.84000000,2026-06-24,4883,IN2606-4183,127.11000000,127.11000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14721-79926. Source invoice: IN2606-4183 (id 4883).
8197,IC2606-2361,25-14722-24533,37.50000000,2026-06-24,4890,IN2606-4188,331.04000000,331.04000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14722-24533. Source invoice: IN2606-4188 (id 4890).
8198,IC2606-2362,25-14724-97101,14.05000000,2026-06-24,4938,IN2606-4232,105.71000000,105.71000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14724-97101. Source invoice: IN2606-4232 (id 4938).
8199,IC2606-2363,25-14727-45278,9.00000000,2026-06-24,4986,IN2606-4270,70.30000000,70.30000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14727-45278. Source invoice: IN2606-4270 (id 4986).
8200,IC2606-2364,25-14729-01576,35.63000000,2026-06-24,5059,IN2606-4334,308.59000000,308.59000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14729-01576. Source invoice: IN2606-4334 (id 5059).
8201,IC2606-2365,25-14737-95359,17.29000000,2026-06-24,5326,IN2606-4586,149.30000000,149.30000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14737-95359. Source invoice: IN2606-4586 (id 5326).
8202,IC2606-2366,25-14742-62198,1.05000000,2026-06-24,5471,IN2606-4730,124.20000000,124.20000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 25-14742-62198. Source invoice: IN2606-4730 (id 5471).
8203,IC2606-2367,26-14644-42305,11.14000000,2026-06-24,3771,IN2605-3125,12.92000000,12.92000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 26-14644-42305. Source invoice: IN2605-3125 (id 3771).
8206,IC2606-2369,26-14733-49172,20.14000000,2026-06-24,5263,IN2606-4525,156.51000000,156.51000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 26-14733-49172. Source invoice: IN2606-4525 (id 5263).
8207,IC2606-2370,27-14681-10263,0.40000000,2026-06-24,4314,IN2606-3655,25.04000000,25.04000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 27-14681-10263. Source invoice: IN2606-3655 (id 4314).
8208,IC2606-2371,27-14728-72019,23.75000000,2026-06-24,5136,IN2606-4401,205.24000000,205.24000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 27-14728-72019. Source invoice: IN2606-4401 (id 5136).
8209,IC2606-2372,27-14733-97007,11.52000000,2026-06-24,5271,IN2606-4533,85.61000000,85.61000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 27-14733-97007. Source invoice: IN2606-4533 (id 5271).
8213,IC2606-2373,10-14755-36580,0.01000000,2026-06-24,5118,IN2606-4384,29.85000000,29.85000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14755-36580. Source invoice: IN2606-4384 (id 5118).
8216,IC2606-2374,01-14768-47251,24.70000000,2026-06-24,5067,IN2606-4342,230.26000000,230.26000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14768-47251. Source invoice: IN2606-4342 (id 5067).
8217,IC2606-2375,01-14764-52543,6.21000000,2026-06-24,4950,IN2606-4239,51.80000000,51.80000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14764-52543. Source invoice: IN2606-4239 (id 4950).
8218,IC2606-2376,01-14769-35278,4.05000000,2026-06-24,5047,IN2606-4322,33.19000000,33.19000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14769-35278. Source invoice: IN2606-4322 (id 5047).
8219,IC2606-2377,01-14771-29374,4.03000000,2026-06-24,5126,IN2606-4391,34.64000000,34.64000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14771-29374. Source invoice: IN2606-4391 (id 5126).
8220,IC2606-2378,01-14771-39996,27.76000000,2026-06-24,5102,IN2606-4368,240.72000000,240.72000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14771-39996. Source invoice: IN2606-4368 (id 5102).
8221,IC2606-2379,01-14771-59994,5.42000000,2026-06-24,5141,IN2606-4406,42.80000000,42.80000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14771-59994. Source invoice: IN2606-4406 (id 5141).
8222,IC2606-2380,01-14780-56110,4.63000000,2026-06-24,5429,IN2606-4689,38.95000000,38.95000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14780-56110. Source invoice: IN2606-4689 (id 5429).
8223,IC2606-2381,01-14783-20464,21.60000000,2026-06-24,5461,IN2606-4721,185.31000000,185.31000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14783-20464. Source invoice: IN2606-4721 (id 5461).
8224,IC2606-2382,01-14785-05140,1.70000000,2026-06-24,5487,IN2606-4746,12.81000000,12.81000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 01-14785-05140. Source invoice: IN2606-4746 (id 5487).
